月份,固定资产投资完成额_累计值,固定资产投资完成额_累计增长,建筑安装工程固定资产投资完成额_累计值,建筑安装工程固定资产投资完成额_累计增长,设备工器具购置固定资产投资完成额_累计值,设备工器具购置固定资产投资完成额_累计增长,其他费用固定资产投资完成额_累计值,其他费用固定资产投资完成额_累计增长,地区
201311,6051.032,27.3,4589.7615,33.5,940.4638,5.3,520.8067,23.5,甘肃省
201312,6407.1981,27.1,4859.8338,33.1,1006.9735,6.8,540.3908,21.0,甘肃省
201401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,甘肃省
201402,137.0054,25.2,87.3982,27.8,40.203,38.6,9.4042,-21.6,甘肃省
201403,586.8322,22.7,449.5542,28.3,103.4423,24.2,33.8357,-23.6,甘肃省
201404,1320.3297,22.8,1055.9423,31.9,187.2175,6.0,77.1699,-21.3,甘肃省
201405,2270.0546,23.1,1841.5912,31.7,300.0587,4.6,128.4047,-19.2,甘肃省
201406,3691.5559,23.3,3019.1765,33.2,463.5161,-2.3,208.8633,-17.6,甘肃省
201407,4391.3388,22.2,3586.6187,30.9,548.6791,-1.2,256.041,-14.2,甘肃省
201408,5186.8944,22.1,4219.0962,29.6,660.9868,3.0,306.8114,-12.5,甘肃省
201409,6106.682,21.7,4941.8464,28.7,800.6238,5.0,364.2118,-12.1,甘肃省
201410,6908.2498,21.8,5595.2944,29.5,902.6866,3.6,410.2688,-14.8,甘肃省
201411,7323.5557,21.0,5928.0777,29.2,952.9728,1.3,442.5052,-15.0,甘肃省
201412,7759.6236,21.1,6266.4528,27.0,1027.5004,9.9,465.6704,-13.1,甘肃省
201501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,甘肃省
201502,158.2038,15.5,106.8196,22.2,40.2095,0.0,11.1747,18.8,甘肃省
201503,650.8798,10.9,495.6206,10.2,116.4153,12.5,38.8439,14.8,甘肃省
201504,1400.9235,6.1,1135.0697,7.5,188.4601,0.7,77.3937,0.3,甘肃省
201505,2389.5527,5.3,1963.5198,6.6,293.735,-2.1,132.2979,3.0,甘肃省
201506,3897.8264,5.6,3216.9572,6.6,467.2995,0.8,213.5697,2.3,甘肃省
201507,4763.5866,8.5,3950.1012,10.1,557.297,1.6,256.1884,0.1,甘肃省
201508,5688.0696,9.7,4726.6862,12.0,654.3832,-1.0,307.0002,0.1,甘肃省
201509,6704.2462,9.8,5587.1419,13.1,752.0005,-6.1,365.1038,0.2,甘肃省
201510,7572.9073,9.6,6304.4044,12.7,846.4512,-6.2,422.0517,2.9,甘肃省
201511,8080.6423,10.3,6732.7697,13.6,897.6139,-5.8,450.2587,1.8,甘肃省
201512,8626.5969,11.2,7164.731,14.3,962.2396,-6.4,499.6263,7.3,甘肃省
201601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,甘肃省
201602,164.3574,3.9,119.1428,11.5,31.5117,-21.6,13.7029,22.6,甘肃省
201603,718.9252,10.5,562.994,13.6,85.0678,-26.9,70.8634,82.4,甘肃省
201604,1561.7516,11.5,1263.0004,11.3,163.1759,-13.4,135.5753,75.2,甘肃省
201605,2656.8857,11.2,2185.5462,11.3,255.8919,-12.9,215.4476,62.9,甘肃省
201606,4416.8428,13.3,3662.4542,13.8,425.6032,-8.9,328.7854,53.9,甘肃省
201607,5308.8003,11.4,4420.6221,11.9,507.4851,-8.9,380.6931,48.6,甘肃省
201608,6323.3736,11.2,5300.6492,12.1,591.4787,-9.6,431.2457,40.5,甘肃省
201609,7445.8265,11.1,6246.37449999999,11.8,711.1601,-5.4,488.291899999999,33.7,甘肃省
201610,8395.3869,10.9,7053.4804,11.9,801.7517,-5.3,540.1548,28.0,甘肃省
201611,8967.7043,11.0,7544.5066,12.1,842.7204,-6.1,580.4773,28.9,甘肃省
201612,9534.1023,10.5,7976.7837,11.3,944.465,-1.8,612.8536,22.7,甘肃省
201701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,甘肃省
201702,154.3307,-6.1,108.9331,-8.6,25.8181,-18.1,19.5795,42.9,甘肃省
201703,570.7168,-20.6,453.3474,-19.5,64.4026,-24.3,52.9668,-25.3,甘肃省
201704,1045.173,-33.1,856.5416,-32.2,99.6909,-38.9,88.9405,-34.4,甘肃省
201705,1795.8924,-32.4,1483.0648,-32.1,159.3329,-37.7,153.4947,-28.8,甘肃省
201706,2814.604,-36.3,2356.8244,-35.6,232.5188,-45.4,225.2608,-31.5,甘肃省
201707,3443.2784,-35.1,2883.0879,-34.8,294.9062,-41.9,265.2843,-30.3,甘肃省
201708,4051.9204,-35.9,3388.0454,-36.1,351.2606,-40.6,312.6144,-27.5,甘肃省
201709,4565.6776,-38.7,3811.088,-39.0,391.491,-45.0,363.0986,-25.6,甘肃省
201710,5035.0946,-40.0,4204.9431,-40.4,416.5816,-48.0,413.5699,-23.4,甘肃省
201711,5443.8018,-39.3,4536.8691,-39.9,442.5612,-47.5,464.3715,-20.0,甘肃省
201712,5696.3491,-40.3,4728.0561,-40.7,463.0347,-51.0,505.2583,-17.6,甘肃省
201801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,甘肃省
201802,0.0,-6.4,0.0,-4.5,0.0,-48.0,0.0,39.4,甘肃省
201803,0.0,2.7,0.0,-2.8,0.0,6.9,0.0,42.4,甘肃省
201804,0.0,-1.8,0.0,-7.2,0.0,-2.9,0.0,47.5,甘肃省
201805,0.0,-10.8,0.0,-14.5,0.0,-9.1,0.0,20.2,甘肃省
201806,0.0,-9.0,0.0,-14.0,0.0,-3.6,0.0,32.5,甘肃省
201807,0.0,-9.3,0.0,-13.6,0.0,-9.7,0.0,32.4,甘肃省
201808,0.0,-8.9,0.0,-12.3,0.0,-14.3,0.0,29.4,甘肃省
201809,0.0,-6.1,0.0,-9.2,0.0,-10.5,0.0,26.0,甘肃省
201810,0.0,-5.1,0.0,-8.0,0.0,-7.2,0.0,23.3,甘肃省
201811,0.0,-5.0,0.0,-7.7,0.0,-5.5,0.0,18.7,甘肃省
201812,0.0,-3.9,0.0,-7.2,0.0,3.4,0.0,17.7,甘肃省
200801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,青海省
200802,6.5497,12.7,4.4744,0.2,1.3788,76.0,0.6965,23.5,青海省
200803,26.1753,16.6,17.7376,6.0,6.4658,80.2,1.9719,-7.4,青海省
200804,82.5861,20.6,56.9099,15.3,16.0196,33.9,9.6566,35.5,青海省
200805,148.3922,13.5,108.6199,15.4,24.7139,12.2,15.0584,3.6,青海省
200806,218.3694,10.8,164.5627,12.5,31.9162,6.1,21.8905,6.0,青海省
200807,286.1529,14.8,214.1931,14.2,44.1747,17.3,27.7851,15.2,青海省
200808,343.6435,15.4,256.8161,14.2,53.9128,19.9,32.9146,17.6,青海省
200809,412.082,20.2,308.1977,16.5,64.9544,31.7,38.9299,35.1,青海省
200810,456.6,18.2,341.2892,16.7,71.8771,20.7,43.4337,27.1,青海省
200811,485.2583,16.5,364.1894,16.5,74.9419,15.3,46.127,19.1,青海省
200812,513.3785,15.7,386.2641,15.4,77.9366,15.4,49.1778,18.5,青海省
200901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,青海省
200902,9.55,45.9,7.46,66.8,1.26,-8.6,0.83,19.1,青海省
200903,39.9105,52.5,29.1672,64.4,5.3677,-17.0,5.3756,172.6,青海省
200904,115.0085,39.3,86.4379,51.9,17.9834,12.3,10.5872,9.6,青海省
200905,191.9608,29.4,140.3189,29.2,30.3207,22.7,21.3212,41.6,青海省
200906,276.8281,26.8,201.569,22.5,41.3142,29.4,33.9449,55.1,青海省
200907,368.3104,28.7,269.5176,25.8,52.9782,19.9,45.8146,64.9,青海省
200908,452.0735,31.6,331.1017,28.9,66.5668,23.5,54.405,65.3,青海省
200909,540.4188,31.1,398.8869,29.4,80.2439,23.5,61.288,57.4,青海省
200910,602.9962,32.1,444.8108,30.3,90.4063,25.8,67.7791,56.1,青海省
200911,650.8723,34.1,478.7094,31.4,98.5996,31.6,73.5633,59.5,青海省
200912,689.1195,34.1,500.5037,29.5,109.7269,40.8,78.8889,58.6,青海省
201001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,青海省
201002,13.2306,38.5,11.0854,48.5,1.2559,-0.4,0.8893,7.2,青海省
201003,47.6861,19.5,37.4361,28.3,5.997,11.7,4.253,-20.9,青海省
201004,132.0711,14.8,99.6946,15.3,16.6357,-7.5,15.7408,48.7,青海省
201005,232.5364,21.1,178.0939,26.9,29.8533,-1.5,24.5892,15.3,青海省
201006,341.8989,23.5,268.9332,33.4,42.5007,2.9,30.465,-10.3,青海省
201007,453.1897,23.0,354.3294,31.5,60.2611,13.7,38.5992,-15.7,青海省
201008,554.747,22.7,439.1634,32.6,72.6471,9.1,42.9365,-21.1,青海省
201009,654.9641,21.2,516.989,29.6,89.1232,11.1,48.8519,-20.3,青海省
201010,750.8734,24.5,584.1728,31.3,103.4286,14.4,63.272,-6.6,青海省
201011,811.6974,24.7,632.1396,32.1,113.0814,14.7,66.4764,-9.6,青海省
201012,840.0123,21.9,652.6108,30.4,117.9429,7.5,69.4586,-12.0,青海省
201101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,青海省
201102,13.8683,2.3,11.6572,2.1,0.7147,-43.0,1.4964,68.3,青海省
201103,73.3681,40.6,51.2758,23.9,13.9105,122.8,8.1818,79.1,青海省
201104,184.3467,29.2,134.0139,23.4,32.6359,87.2,17.6969,6.5,青海省
201105,339.8508,35.6,254.1209,31.7,55.712,80.6,30.0179,11.7,青海省
201106,530.5096,42.2,401.2111,36.2,80.4506,82.1,48.8479,42.2,青海省
201107,713.0602,43.3,540.339,38.1,110.9555,75.0,61.7657,43.2,青海省
201108,903.8403,47.7,687.9035,41.2,141.7087,86.4,74.2281,51.8,青海省
201109,1091.9753,49.8,829.1153,43.0,175.0413,89.0,87.8187,55.2,青海省
201110,1248.0339,48.3,954.401,44.2,199.4525,85.6,94.1804,30.2,青海省
201111,1328.2942,45.7,1014.4316,41.4,213.6424,81.0,100.2202,31.7,青海省
201112,1365.9895,45.0,1046.613,41.4,218.0021,77.1,101.3744,27.9,青海省
201201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,青海省
201202,20.3744,39.8,15.2273,30.6,3.1811,345.1,1.966,31.4,青海省
201203,93.3707,27.3,67.0388,30.7,20.7047,48.8,5.6272,-31.2,青海省
201204,241.9144,31.2,178.1981,33.0,50.2253,53.9,13.491,-23.8,青海省
201205,458.2685,34.8,334.2957,31.5,89.8262,61.2,34.1466,13.8,青海省
201206,695.6618,33.0,514.6949,28.3,127.7867,58.8,53.1802,8.9,青海省
201207,929.1026,30.3,694.6412,28.6,155.1398,39.8,79.3216,28.4,青海省
201208,1160.2449,28.4,882.7144,28.3,182.5043,28.8,95.0262,28.0,青海省
201209,1433.2007,31.2,1113.096,34.3,208.9936,19.4,111.1111,26.5,青海省
201210,1636.2823,31.1,1264.1586,32.5,241.61,21.1,130.5137,38.6,青海省
201211,1731.4318,30.4,1339.537,32.0,249.0209,16.6,142.8739,42.6,青海省
201212,1773.666,29.9,1372.5309,31.1,254.7067,16.8,146.4284,44.6,青海省
201301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,青海省
201302,25.6826,26.1,21.8715,43.6,3.7745,18.7,0.0366,-98.1,青海省
201303,117.1472,25.5,87.2642,30.2,22.7115,9.7,7.1715,27.4,青海省
201304,312.1259,29.0,217.6243,22.1,73.3742,46.1,21.1274,56.6,青海省
201305,589.7765,28.7,411.1026,23.0,135.9482,51.3,42.7257,25.1,青海省
201306,891.863,28.2,623.1683,21.1,211.1418,65.2,57.5529,8.2,青海省
201307,1194.1105,28.5,847.4008,22.0,260.3646,67.8,86.3451,8.9,青海省
201308,1487.6249,28.2,1078.9465,22.2,308.0579,68.8,100.6205,5.9,青海省
201309,1833.7404,27.9,1336.9398,20.1,359.2916,71.9,137.509,23.8,青海省
201310,2095.258,28.0,1550.8234,22.7,389.4644,61.2,154.9702,18.7,青海省
201311,2225.0405,28.5,1654.0044,23.5,406.6575,63.3,164.3786,15.1,青海省
201312,2285.3013,26.4,1693.119,21.0,420.247,61.4,171.9353,15.7,青海省
201401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,青海省
201402,31.4236,22.4,23.4002,7.0,6.4422,70.7,1.5812,0.0,青海省
201403,145.8632,24.5,97.4453,11.7,38.1864,68.1,10.2315,42.7,青海省
201404,381.5761,22.3,269.7106,23.9,89.1536,21.5,22.7119,7.5,青海省
201405,731.6895,24.1,510.4437,24.2,176.6484,29.9,44.5974,4.4,青海省
201406,1110.4156,24.5,788.7442,26.6,249.6996,18.3,71.9718,25.1,青海省
201407,1485.9722,24.4,1105.0419,30.4,289.8987,11.3,91.0316,5.4,青海省
201408,1842.2011,23.8,1406.2143,30.3,328.7235,6.7,107.2633,6.6,青海省
201409,2262.092,23.4,1761.4799,31.8,376.0652,4.7,124.5469,-9.4,青海省
201410,2547.1936,21.6,1999.6441,28.9,411.3811,5.6,136.1684,-12.1,青海省
201411,2725.681,22.5,2134.9623,29.1,437.2739,7.5,153.4448,-6.7,青海省
201412,2788.9116,22.0,2187.3032,29.2,442.389,5.3,159.2194,-7.2,青海省
201501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,青海省
201502,34.096,8.5,27.6004,17.9,4.232,-34.3,2.2636,43.2,青海省
201503,176.106,20.7,136.4409,40.0,26.6855,-30.1,12.9796,26.9,青海省
201504,433.89,13.7,314.7942,16.7,82.7729,-7.2,36.3229,59.9,青海省
201505,791.1165,8.1,580.6827,13.8,154.8922,-12.3,55.5416,24.5,青海省
201506,1243.6651,12.0,905.0776,14.7,244.5506,-2.1,94.0369,30.7,青海省
201507,1617.094,8.8,1219.3223,10.3,278.4468,-4.0,119.3249,31.1,青海省
201508,2004.3382,8.8,1531.9721,8.9,322.6704,-1.8,149.6957,39.6,青海省
201509,2415.7202,6.8,1875.3494,6.5,363.1944,-3.4,177.1764,42.3,青海省
201510,2856.8049,12.2,2218.1902,10.9,431.0229,4.8,207.5918,52.5,青海省
201511,3074.2951,12.8,2390.6348,12.0,457.1211,4.5,226.5392,47.6,青海省
201512,3144.1705,12.7,2436.8769,11.4,474.66,7.3,232.6336,46.1,青海省
201601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,青海省
201602,38.3013,12.3,31.7844,15.2,5.5248,30.5,0.9921,-56.2,青海省
201603,198.5328,12.7,133.0547,-2.5,54.5534,104.4,10.9247,-15.8,青海省
201604,487.7636,12.4,344.0102,9.3,113.1805,36.7,30.5729,-15.8,青海省
201605,887.3403,12.2,660.9265,13.8,174.8415,12.9,51.5723,-7.1,青海省
201606,1386.1636,11.5,1041.7873,15.1,241.9344,-1.1,102.4419,8.9,青海省
201607,1777.8795,9.9,1363.1061,11.8,287.7174,3.3,127.056,6.5,青海省
201608,2220.0995,10.8,1747.2265,14.1,334.5638,3.7,138.3092,-7.6,青海省
201609,2692.14339999999,11.4,2144.52309999999,14.4,393.374799999999,8.3,154.2455,-12.9,青海省
201610,3125.4438,9.4,2469.4726,11.3,456.761,6.0,199.2102,-4.0,青海省
201611,3381.7527,10.0,2664.5667,11.5,500.7089,9.5,216.4771,-4.4,青海省
201612,3455.5124,9.9,2718.1494,11.5,515.7972,8.7,221.5658,-4.8,青海省
201701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,青海省
201702,42.2728,10.4,33.5199,5.5,4.5363,-17.9,4.2166,325.0,青海省
201703,232.0032,16.9,171.2298,28.7,41.2014,-24.5,19.572,79.2,青海省
201704,541.2819,11.0,413.8441,20.3,87.694,-22.5,39.7438,30.0,青海省
201705,940.9709,6.0,733.9561,11.0,149.1716,-14.7,57.8432,12.2,青海省
201706,1503.4711,8.5,1175.3038,12.8,241.0922,-0.3,87.0751,-15.0,青海省
201707,1903.4403,7.1,1493.3223,9.6,298.0737,3.6,112.0443,-11.8,青海省
201708,2342.4947,5.5,1815.7674,3.9,378.4956,13.1,148.2317,7.2,青海省
201709,2825.9313,5.0,2211.2419,3.1,427.7471,8.7,186.9423,21.2,青海省
201710,3358.6491,7.5,2643.7156,7.1,483.9961,6.0,230.9374,15.9,青海省
201711,3730.8024,10.3,2916.9604,9.5,545.7926,9.0,268.0494,23.8,青海省
201712,3819.8617,10.5,2980.2956,9.6,558.845,8.3,280.7211,26.7,青海省
201801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,青海省
201802,0.0,4.5,0.0,0.4,0.0,86.3,0.0,-50.5,青海省
201803,0.0,9.8,0.0,12.7,0.0,3.9,0.0,-3.5,青海省
201804,0.0,6.0,0.0,0.8,0.0,26.1,0.0,17.3,青海省
201805,0.0,-0.1,0.0,-5.4,0.0,11.6,0.0,34.4,青海省
201806,0.0,-2.6,0.0,-9.9,0.0,12.1,0.0,49.4,青海省
201807,0.0,-4.3,0.0,-10.3,0.0,8.9,0.0,36.8,青海省
201808,0.0,-3.2,0.0,-8.7,0.0,6.2,0.0,35.4,青海省
201809,0.0,4.3,0.0,-1.1,0.0,16.6,0.0,46.1,青海省
201810,0.0,7.0,0.0,0.0,0.0,36.7,0.0,42.2,青海省
201811,0.0,7.1,0.0,0.6,0.0,39.1,0.0,30.8,青海省
201812,0.0,7.3,0.0,2.2,0.0,28.6,0.0,28.9,青海省
200801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,宁夏回族自治区
200802,7.8409,56.5,5.4663,145.3,1.2573,-30.8,1.1173,16.0,宁夏回族自治区
200803,36.8421,52.5,23.7189,107.2,8.0071,4.4,5.1161,1.5,宁夏回族自治区
200804,102.7015,53.9,58.9583,60.8,29.6743,51.6,14.0689,34.1,宁夏回族自治区
200805,173.7693,57.4,105.8147,56.5,45.5648,66.3,22.3898,45.2,宁夏回族自治区
200806,262.604,54.4,160.7863,46.8,71.5119,87.0,30.3058,36.1,宁夏回族自治区
200807,330.3346,51.4,208.1334,44.7,86.3632,83.1,35.838,31.7,宁夏回族自治区
200808,401.459,51.1,257.3501,44.5,102.3413,78.4,41.7676,38.2,宁夏回族自治区
200809,490.0915,48.9,310.9382,42.1,131.231,82.2,47.9223,25.2,宁夏回族自治区
200810,555.1651,40.1,349.2166,33.6,154.3074,71.6,51.6411,15.0,宁夏回族自治区
200811,620.1007,36.0,387.557,32.2,175.6001,61.3,56.9436,5.2,宁夏回族自治区
200812,735.5204,39.4,436.2744,36.0,224.5854,60.5,74.6606,11.6,宁夏回族自治区
200901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,宁夏回族自治区
200902,12.32,57.2,6.2,13.4,4.4,250.1,1.72,54.1,宁夏回族自治区
200903,56.8113,54.2,34.6457,46.1,14.4672,80.7,7.6984,50.5,宁夏回族自治区
200904,145.8812,42.0,87.9654,49.2,39.2465,32.3,18.6693,32.7,宁夏回族自治区
200905,250.5027,44.2,154.653,46.2,63.8416,40.1,32.0081,43.0,宁夏回族自治区
200906,362.7989,38.2,241.3805,50.1,82.8693,15.9,38.5491,27.2,宁夏回族自治区
200907,455.4478,37.9,305.1661,46.6,101.4032,17.4,48.8785,36.4,宁夏回族自治区
200908,553.7174,37.9,368.2825,43.1,128.357,25.4,57.0779,36.7,宁夏回族自治区
200909,678.849,38.5,449.3545,44.5,162.4509,23.8,67.0436,39.9,宁夏回族自治区
200910,766.4906,38.1,511.5864,46.5,183.4756,18.9,71.4286,38.3,宁夏回族自治区
200911,844.9032,36.3,561.7117,44.9,206.2753,17.5,76.9162,35.1,宁夏回族自治区
200912,964.1606,31.1,607.7422,39.3,248.6526,10.7,107.7658,44.1,宁夏回族自治区
201001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,宁夏回族自治区
201002,17.2754,40.2,7.7325,24.7,7.6447,73.7,1.8982,10.3,宁夏回族自治区
201003,79.4878,39.9,43.5557,25.7,28.4645,96.8,7.4676,-3.0,宁夏回族自治区
201004,203.1526,39.3,120.0635,36.5,63.8095,62.6,19.2796,3.3,宁夏回族自治区
201005,346.8995,38.5,218.4897,41.3,94.7231,48.4,33.6867,5.2,宁夏回族自治区
201006,496.9155,37.0,318.4291,31.9,128.5463,55.1,49.9401,29.5,宁夏回族自治区
201007,623.7355,36.9,404.4167,32.5,157.5585,55.4,61.7603,26.4,宁夏回族自治区
201008,757.7378,36.8,489.8826,33.0,189.7415,47.8,78.1137,36.9,宁夏回族自治区
201009,927.1286,36.6,612.2709,36.3,221.6809,36.5,93.1768,39.0,宁夏回族自治区
201010,1047.2476,36.6,701.2185,37.1,237.9479,29.7,108.0812,51.3,宁夏回族自治区
201011,1151.7327,36.3,780.7446,39.0,256.0463,24.1,114.9418,49.4,宁夏回族自治区
201012,1292.802,34.1,855.4513,40.8,308.0572,23.9,129.2935,20.0,宁夏回族自治区
201101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,宁夏回族自治区
201102,21.9278,42.8,7.866,18.2,11.1427,57.5,2.9191,80.1,宁夏回族自治区
201103,100.5733,41.3,64.4867,66.7,25.7335,1.3,10.3531,46.0,宁夏回族自治区
201104,223.5055,22.1,158.7659,44.1,44.4551,-20.2,20.2845,18.3,宁夏回族自治区
201105,369.1849,18.5,256.5969,28.4,79.8808,-2.1,32.7072,8.7,宁夏回族自治区
201106,566.3276,24.2,399.2038,34.3,123.7197,8.9,43.4041,-3.8,宁夏回族自治区
201107,737.327,27.6,521.9051,36.5,161.6135,16.6,53.8084,-5.2,宁夏回族自治区
201108,917.6228,30.7,652.6978,39.7,196.1536,19.9,68.7714,-3.2,宁夏回族自治区
201109,1139.6884,32.8,805.671,38.2,244.954,28.1,89.0634,5.8,宁夏回族自治区
201110,1313.9368,34.5,931.4399,38.6,278.9922,34.6,103.5047,6.4,宁夏回族自治区
201111,1431.1707,33.9,1014.883,36.1,299.9657,36.5,116.322,12.1,宁夏回族自治区
201112,1583.4643,32.3,1116.8176,37.0,338.0322,27.6,128.6145,10.5,宁夏回族自治区
201201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,宁夏回族自治区
201202,30.1391,37.4,7.8915,0.3,20.8087,86.7,1.4389,-50.7,宁夏回族自治区
201203,133.9323,33.2,78.5467,21.8,45.8489,78.2,9.5367,-7.9,宁夏回族自治区
201204,283.5013,27.7,184.7625,16.4,78.0964,75.7,20.6424,1.8,宁夏回族自治区
201205,466.0778,26.3,313.0909,22.0,116.5273,45.9,36.4596,11.5,宁夏回族自治区
201206,720.1746,27.2,504.3794,26.3,161.7416,30.7,54.0536,24.5,宁夏回族自治区
201207,940.1075,27.5,677.0076,29.7,192.9728,19.4,70.1271,30.3,宁夏回族自治区
201208,1170.3829,27.5,848.4008,30.0,235.8166,20.2,86.1655,25.3,宁夏回族自治区
201209,1454.4994,27.6,1037.6531,28.8,300.4744,22.7,116.3719,30.7,宁夏回族自治区
201210,1674.2702,27.4,1200.1316,28.8,344.5151,23.5,129.6235,25.2,宁夏回族自治区
201211,1817.3659,27.0,1298.9484,28.0,369.8813,23.3,148.5362,27.7,宁夏回族自治区
201212,2033.0345,27.9,1421.259,27.1,438.1516,29.6,173.6239,30.9,宁夏回族自治区
201301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,宁夏回族自治区
201302,38.6258,28.2,16.9517,114.8,19.3138,-7.2,2.3603,64.0,宁夏回族自治区
201303,171.7769,28.3,102.1605,30.1,56.2853,22.8,13.3311,39.8,宁夏回族自治区
201304,360.1778,26.8,242.2939,31.1,86.6023,10.9,31.2816,51.5,宁夏回族自治区
201305,589.6095,26.5,413.0758,31.9,125.9399,8.1,50.5938,38.8,宁夏回族自治区
201306,914.2586,26.9,646.34,28.1,187.7453,16.1,80.1733,48.3,宁夏回族自治区
201307,1191.5812,26.7,860.9989,27.2,228.0695,18.2,102.5128,46.2,宁夏回族自治区
201308,1487.9317,27.1,1085.9799,28.0,283.2874,20.1,118.6644,37.7,宁夏回族自治区
201309,1847.9171,27.0,1349.9826,30.1,355.4195,18.3,142.515,22.5,宁夏回族自治区
201310,2123.1645,26.8,1539.933,28.3,420.6694,22.1,162.5621,25.4,宁夏回族自治区
201311,2307.0842,26.9,1666.376,28.3,460.1891,24.4,180.5191,21.5,宁夏回族自治区
201312,2577.7882,26.8,1798.3112,26.5,577.2039,31.7,202.2731,16.5,宁夏回族自治区
201401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,宁夏回族自治区
201402,48.4977,25.1,18.5595,9.5,27.2416,41.0,2.6966,14.2,宁夏回族自治区
201403,204.6502,19.1,129.6069,26.9,59.9009,6.4,15.1424,13.6,宁夏回族自治区
201404,427.2049,18.6,286.4743,18.2,109.9596,27.0,30.771,-1.6,宁夏回族自治区
201405,704.7239,19.5,488.2342,18.2,167.4248,32.9,49.0649,-3.0,宁夏回族自治区
201406,1095.1773,19.8,798.3884,23.5,225.2896,20.0,71.4993,-10.8,宁夏回族自治区
201407,1431.2874,20.1,1048.7863,21.8,289.5433,27.0,92.9578,-9.3,宁夏回族自治区
201408,1788.5382,20.2,1322.6619,21.8,357.1998,26.1,108.6765,-8.4,宁夏回族自治区
201409,2221.3453,20.2,1652.9134,22.4,437.8372,23.2,130.5947,-8.4,宁夏回族自治区
201410,2552.7626,20.2,1899.5567,23.4,508.2966,20.8,144.9093,-10.9,宁夏回族自治区
201411,2771.9014,20.1,2061.6132,23.7,553.5028,20.3,156.7854,-13.1,宁夏回族自治区
201412,3093.9191,19.8,2234.1716,24.2,674.7423,16.9,185.0052,-8.5,宁夏回族自治区
201501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,宁夏回族自治区
201502,55.673,14.8,24.7156,33.2,27.7016,1.7,3.2558,20.7,宁夏回族自治区
201503,237.2231,15.9,146.5953,13.1,75.8177,26.6,14.8101,-2.2,宁夏回族自治区
201504,475.9202,11.4,321.1556,12.1,123.3815,12.2,31.3831,2.0,宁夏回族自治区
201505,790.2493,12.1,561.2073,14.9,181.3203,8.3,47.7217,-2.7,宁夏回族自治区
201506,1235.7643,12.8,886.9732,11.1,268.7431,19.3,80.048,12.0,宁夏回族自治区
201507,1586.0651,10.8,1157.9282,10.4,329.5925,13.8,98.5444,6.0,宁夏回族自治区
201508,1952.1347,9.1,1455.7824,10.1,378.6211,6.0,117.7312,8.3,宁夏回族自治区
201509,2399.7798,8.0,1781.7795,7.8,486.4022,11.1,131.5981,0.8,宁夏回族自治区
201510,2772.2069,8.6,2067.6894,8.9,556.2117,9.4,148.3058,2.3,宁夏回族自治区
201511,3075.236,10.9,2290.6607,11.1,612.8961,10.7,171.6792,9.5,宁夏回族自治区
201512,3426.4227,10.7,2479.2757,11.0,742.8309,10.1,204.3161,10.4,宁夏回族自治区
201601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,宁夏回族自治区
201602,58.3844,4.9,30.287,22.5,24.7123,-10.8,3.3851,4.0,宁夏回族自治区
201603,269.1151,13.4,177.2385,20.9,73.3259,-3.3,18.5507,25.3,宁夏回族自治区
201604,529.6144,11.3,351.257,9.4,137.5187,11.5,40.8387,30.1,宁夏回族自治区
201605,930.9262,17.8,609.1378,8.5,257.3557,41.9,64.4327,35.0,宁夏回族自治区
201606,1429.297,15.7,923.6239,4.1,405.3854,50.8,100.2877,25.3,宁夏回族自治区
201607,1753.043,10.5,1153.1331,-0.4,470.2928,42.7,129.6171,31.5,宁夏回族自治区
201608,2252.5233,15.4,1537.9031,5.6,562.1169,48.5,152.5033,29.5,宁夏回族自治区
201609,2705.1956,12.7,1844.675,3.5,661.7171,36.0,198.8035,51.1,宁夏回族自治区
201610,3043.2758,9.8,2077.3805,0.5,741.3503,33.3,224.545,51.4,宁夏回族自治区
